Clave de incidencia,Nombre del proyecto,Tipo de proyecto,Resumen,Descripción,Tipo de Incidencia,Principal,Parent summary,Story Points,Creada,Paso a Done
1174761,Tribu API Canales y transaccional producto,software,Dado que: Necesito la creación de un nuevo puerto Cuando: Se realiza validación de CVV y Pin a travÃ©s de los canales digitales Entonces: Espero que se separen las implementaciones a partir de este nuevo puerto,,Criterio de aceptación,1150940,Configuración nuevo puerto para validación CVV y Pin,,05/03/2025 00:03,
1174760,Tribu API Canales y transaccional producto,software,Dado que: Necesito la creación de un nuevo puerto Cuando: Se realiza validación de CVV y Pin a travÃ©s de los canales digitales Entonces: Espero que el nuevo puerto sea configurado,,Criterio de aceptación,1150940,Configuración nuevo puerto para validación CVV y Pin,,05/03/2025 00:02,
1171207,Tribu API Canales y transaccional producto,software,Que los registros dentro de cada archivo queden unificados y organizados por fecha,,Criterio de aceptación,1141130,148 - Cambio de clave - Cajeros - Desarrollo de unificacion y ordenamiento (4 Archivos Novedades),,03/03/2025 14:00,
1171205,Tribu API Canales y transaccional producto,software,"Que cada archivo quede nombrado con la fecha en formato aÃ±o, mes dÃ­a como sufijo, antes de la extensión",,Criterio de aceptación,1141130,148 - Cambio de clave - Cajeros - Desarrollo de unificacion y ordenamiento (4 Archivos Novedades),,03/03/2025 13:59,
1171203,Tribu API Canales y transaccional producto,software,"Que se permita generar los 4 archivos: Novedades, bloqueo, activación y activación cafetera",,Criterio de aceptación,1141130,148 - Cambio de clave - Cajeros - Desarrollo de unificacion y ordenamiento (4 Archivos Novedades),,03/03/2025 13:49,
1169715,Tribu API Canales y transaccional producto,software,"Dado que: se necesita verificar la malla RECCB, Cuando se genere el archivo  No deben existir trxs realizadas en el Canal  interno M.E. (Medios Electronicos) entonces se deben informar porque estas trxs se deben reportar en el archivo RECME",,Criterio de aceptación,1090015,Implementación validar archivo RECCB este completo ,,28/02/2025 15:14,03/03/2025 18:15
1169714,Tribu API Canales y transaccional producto,software,"Dado que: se necesita verificar la malla RECCB, Cuando se genere el archivo con las trxs realizadas en el Canal  C. B. entonces se deben identificar que las trxs  Cara Debito No bajen al archivo RECCB",,Criterio de aceptación,1090015,Implementación validar archivo RECCB este completo ,,28/02/2025 15:14,03/03/2025 18:15
1169713,Tribu API Canales y transaccional producto,software,"Dado que: se necesita verificar la malla RECCB, Cuando se genere el archivo con las trxs realizadas en el Canal  C. B. entonces se deben identificar que las trxs  Cara CrÃ©dito bajen al archivo RECCB",,Criterio de aceptación,1090015,Implementación validar archivo RECCB este completo ,,28/02/2025 15:14,03/03/2025 18:15
1168922,Tribu API Canales y transaccional producto,software,Que se realice la comparación adecuadamente con el archivo generado,"Dado que: Necesito que se genere y transmita el archivo RECCB de forma consistente
Cuando: Se realiza el envÃ­o del archivo hacia liquidador
Entonces: Espero que se realice la comparación adecuadamente con el archivo generado",Criterio de aceptación,1090015,Implementación validar archivo RECCB este completo ,,27/02/2025 22:48,
1168921,Tribu API Canales y transaccional producto,software,Que exista jar que realiza el conteo de registros en la vista que genera el archivo RECCB,"Dado que: Necesito que se genere y transmita el archivo RECCB de forma consistente

Cuando: Se realiza el envÃ­o del archivo hacia liquidador

Entonces: Espero que exista un Jar que realice el conteo de registros en la vista que genera el archivo RECCB",Criterio de aceptación,1090015,Implementación validar archivo RECCB este completo ,,27/02/2025 22:45,
1168920,Tribu API Canales y transaccional producto,software,Dado que necesito enviar archivos al emisor de TC Cuando: Se debe realizar el cargue en postcard Entonces: Espero que queden los archivos en la ruta esperada para realizar el respectivo cargue,,Criterio de aceptación,1168918,HU[H] - Ajuste malla transmisión archivos para Emisor TC,,27/02/2025 22:30,
1168919,Tribu API Canales y transaccional producto,software,Dado que necesito enviar archivos al emisor de TC Cuando: Se debe realizar el cargue en postcard Entonces: Espero que se envÃ­en los 13 archivos al servidor de Portal en una ruta diferente a la de refresco TD,,Criterio de aceptación,1168918,HU[H] - Ajuste malla transmisión archivos para Emisor TC,,27/02/2025 22:30,
1168801,Capa de Integración V2,software,"Dado que se consuma el API de  CustomerInformationManagement. Cuando se consuma el recurso de ""/V3/enterprise/customer/safe-data-PUT"" y no se enviÃ© X-NetWorkOwner. Entonces se debe obtener respuesta del backend",,Criterio de aceptación,1125937,AWS - API CustomerManagementv3 - safe-data Habilitción NetWorkOwner OPB001 o SMP,,27/02/2025 17:28,03/03/2025 13:07
1168582,Tribu API Canales y transaccional producto,software,TX 429-529 - Cambio de filtro masificación -  Pago de convenios con Subconvenio,"Yo como Analista de Migración de Switch requiero que se modifique el filtro para que todas las transacciones de pago de convenios que tienen subconvenios que llegan desde los canales externos del banco (CB, ATM, AVALPAY, INTERNET AVAL) sean procesados por el switch Capa de integración con la finalidad que se cumpla con el plan de migración. ",Historia,1161783,Inamovible 305 Migración Switch TP - Canal Corresponsal Bancario,,27/02/2025 16:13,05/03/2025 21:58
1167975,Tribu API Canales y transaccional producto,software,TX 162 - 262 Realizar desarrollo de las transacciones Consulta Titular TD/TC - Bus,"*Como usuario titular de una tarjeta de dÃ©bito o crÃ©dito, quiero poder consultar la titularidad de mi tarjeta en el sistema para asegurarme de que mis datos personales y de la tarjeta estÃ©n correctos y actualizados.*",Historia,1167950,162-262 Consulta Titular TD/TC - Bus,,27/02/2025 12:04,05/03/2025 21:57
1166808,Tribu API Canales y transaccional producto,software,Dado que: se espera una alta concurrencia de transacciones con Tarjeta Credito cuando se ingresan por los distintos canales entonces se espera validar  los topes maximos y minimos de respuesta del servicio frente a la gran carga de stress recibida.,,Criterio de aceptación,1060318,161/261 - DIG482- Consulta Tarjeta TD/TC vs No. Documento - Pruebas de carga,,26/02/2025 15:54,04/03/2025 01:44
1166807,Tribu API Canales y transaccional producto,software,Dado que: se espera una alta concurrencia de transacciones con Tarjeta Debito cuando se ingresan por los distintos canales entonces se espera validar  los topes maximos y minimos de respuesta del servicio frente a la gran carga de stress recibida.,,Criterio de aceptación,1060318,161/261 - DIG482- Consulta Tarjeta TD/TC vs No. Documento - Pruebas de carga,,26/02/2025 15:54,04/03/2025 01:44
1166804,Tribu API Canales y transaccional producto,software,Dado que: se espera una alta concurrencia de transacciones con Tarjeta Credito cuando se ingresan por los distintos canales entonces se espera validar  los topes maximos y minimos de respuesta del servicio frente a la gran carga de stress recibida.,,Criterio de aceptación,1060344,161/261 - PB Consulta Tarjeta TD/TC vs No. Documento - Pruebas de carga,,26/02/2025 15:53,04/03/2025 01:44
1166803,Tribu API Canales y transaccional producto,software,Dado que: se espera una alta concurrencia de transacciones con Tarjeta Debito cuando se ingresan por los distintos canales entonces se espera validar  los topes maximos y minimos de respuesta del servicio frente a la gran carga de stress recibida.,,Criterio de aceptación,1060344,161/261 - PB Consulta Tarjeta TD/TC vs No. Documento - Pruebas de carga,,26/02/2025 15:53,04/03/2025 01:44
1166734,Tribu API Canales y transaccional producto,software,Dado que: si se realiza alguna modificaciÃ²n de la informaciÃ²n para la Tarjeta Credito cuando ingreso por los distintos canales entonces espero que sea rechazada la transacciÃ²n debido a que los datos no coinciden,,Criterio de aceptación,1136511,161/261 Consulta Tarjeta TD/TC vs No. Documento - Certificación Funcional,,26/02/2025 15:36,02/03/2025 23:13
1166732,Tribu API Canales y transaccional producto,software,Dado que: se genera una transaccion con Tarjeta Credito cuando ingreso por los distintos canales entonces espero que llegue la mensajeria a la maquina de Postilion (Realtime) para la validaciÃ²n de la informaciÃ²n.,,Criterio de aceptación,1136511,161/261 Consulta Tarjeta TD/TC vs No. Documento - Certificación Funcional,,26/02/2025 15:36,02/03/2025 23:13
1166731,Tribu API Canales y transaccional producto,software,Dado que: si se realiza alguna modificaciÃ²n de la informaciÃ²n para la Tarjeta Debito cuando ingreso por los distintos canales entonces espero que sea rechazada la transacciÃ²n debido a que los datos no coinciden,,Criterio de aceptación,1136511,161/261 Consulta Tarjeta TD/TC vs No. Documento - Certificación Funcional,,26/02/2025 15:36,02/03/2025 23:13
1166730,Tribu API Canales y transaccional producto,software,Dado que: se genera una transaccion con Tarjeta Debito cuando ingreso por los distintos canales entonces espero que llegue la mensajeria a la maquina de Postilion (Realtime) para la validaciÃ²n de la informaciÃ²n.,,Criterio de aceptación,1136511,161/261 Consulta Tarjeta TD/TC vs No. Documento - Certificación Funcional,,26/02/2025 15:36,02/03/2025 23:13
1166729,Tribu API Canales y transaccional producto,software,Dado que: se necesita consultar las TD y TC cuando se incribe a distintos comercios entonces espero que haga cruce con la información reportada.,,Criterio de aceptación,1136511,161/261 Consulta Tarjeta TD/TC vs No. Documento - Certificación Funcional,,26/02/2025 15:36,02/03/2025 23:13
1166400,Tribu API Canales y transaccional producto,software,Dado que: necesito visualizar mis TD y TC cuando ingreso por los distintos canales entonces espero que se muestre Ãºnicamente las tarjetas de crÃ©dito activas,,Criterio de aceptación,1140090,171 - Consulta de Productos - InterventorÃ­a y Certificación Front Parte 2,,26/02/2025 12:19,
1166399,Tribu API Canales y transaccional producto,software,Dado que: necesito visualizar mis TD y TC cuando ingreso por los distintos canales entonces espero que para la TC me muestre el numero de tarjeta y  estado,,Criterio de aceptación,1140090,171 - Consulta de Productos - InterventorÃ­a y Certificación Front Parte 2,,26/02/2025 12:18,
1166398,Tribu API Canales y transaccional producto,software,"Dado que: necesito visualizar mis TD y TC cuando ingreso por los distintos canales entonces espero que para la TD me muestre el numero de cuenta, estado y disponible actualizado",,Criterio de aceptación,1140090,171 - Consulta de Productos - InterventorÃ­a y Certificación Front Parte 2,,26/02/2025 12:18,
1166397,Tribu API Canales y transaccional producto,software,Dado que: necesito visualizar mis TD y TC cuando ingreso por los distintos canales entonces espero que se muestre  la informaciÃ²n de los productos del cliente (TD y TC).,,Criterio de aceptación,1140090,171 - Consulta de Productos - InterventorÃ­a y Certificación Front Parte 2,,26/02/2025 12:18,
1166394,Tribu API Canales y transaccional producto,software,Dado que: necesito visualizar mis TD y TC cuando ingreso por los distintos canales entonces  espero que se muestre Ãºnicamente las tarjetas de crÃ©dito activas,,Criterio de aceptación,1139836,171 - Consulta de Productos Front Parte 1,,26/02/2025 12:17,26/02/2025 22:52
1166393,Tribu API Canales y transaccional producto,software,Dado que: necesito visualizar mis TD y TC cuando ingreso por los distintos canales entonces espero que para la TC me muestre el numero de tarjeta y  estado,,Criterio de aceptación,1139836,171 - Consulta de Productos Front Parte 1,,26/02/2025 12:17,26/02/2025 22:52
1166392,Tribu API Canales y transaccional producto,software,"Dado que: necesito visualizar mis TD y TC cuando ingreso por los distintos canales entonces espero que para la TD me muestre el numero de cuenta, estado y disponible actualizado",,Criterio de aceptación,1139836,171 - Consulta de Productos Front Parte 1,,26/02/2025 12:17,26/02/2025 22:52
1166391,Tribu API Canales y transaccional producto,software,Dado que: necesito visualizar mis TD y TC cuando ingreso por los distintos canales entonces espero que se muestre la información de los productos del cliente (TD y TC).,,Criterio de aceptación,1139836,171 - Consulta de Productos Front Parte 1,,26/02/2025 12:16,26/02/2025 22:52
